"Previous 
Local Code","UCOP Major
Code (CSS)",ISIS Major Code,Major Abbreviation,Major Description ,Diploma Title,Start Term,End Term,"Student 
Level",Department,Award Type,Program Length (in years),College,CIP Code,CIP Description,STEM,"Self 
Supporting","Discontinued or
Phasing Out",Notes,,,,,,,,
,0IT,MC93,ESCntrMech,Engin Scis (Cntrl and Mechatr),Engineering Science (Controls and Mechatronics),FA23,,GR,MAE,MS,2,GR,141301,ENGINEERING SCIENCE ,YES,,,,,,,,,,,
,0IU,MC94,ESBmchBmed,Engin Scis (Bimch and Biomd),Engineering Science (Biomechanics and Biomedical Engineering),FA23,,GR,MAE,MS,2,GR,141301,ENGINEERING SCIENCE ,YES,,,,,,,,,,,
,0JO,MC95,CoSESpAESE,ConvrgntSysEng w/Spec in AESE ,Convergent Systems Engineering with a Specialization in Architecture-Based Enterprise Systems,FA23,,GR,MAE,MAS,2,GR,142701,SYSTEMS ENGINEERING,YES,YES,,,,,,,,,,
,0JN,MC96,CoSESpVaSC,ConvrgntSysEng w/SpecValSuppCh,Convergent Systems Engineering with a Specialization in Value Supply Chains,SP23,,GR,MAE,MAS,2,GR,142701,SYSTEMS ENGINEERING,YES,YES,,,,,,,,,,
,0JM,MC97,CoSESpCPSS,ConvrgntSysEng w/SpecCybrPhySS,Convergent Systems Engineering with a Specialization in Cyber-Physical Social Systems,SP23,,GR,MAE,MAS,2,GR,142701,SYSTEMS ENGINEERING,YES,YES,,,,,,,,,,
,0JO,MC98,CoSESpAESE,ConvrgntSysEng w/Spec in AESE ,Convergent Systems Engineering with a Specialization in Architecture-Based Enterprise Systems,FA23,,GR,MAE,MAS,2,GR,142701,SYSTEMS ENGINEERING,YES,YES,,,,,,,,,,
,0KX,MC99,EnergyClmt,Energy & Climate,Energy & Climate,FA24,,GR,MAE,MS,2,GR,141201,ENGINEERING PHYSICS/APPLIED PHYSICS ,YES,,,,,,,,,,,
558,558,MD75,Medicine,Doctor of Medicine,Doctor of Medicine,FA68,,MD,SOMC,MD,4,MD,511201,MEDICINE,,,,,,,,,,,,
---,558,MD76,Medicine,Doctor of Medicine,Doctor of Medicine,FA94,,MD,SOMC,MD,4,MD,511201,MEDICINE,,,,,,,,,,,,
---,558,MD77,Medicine,Doctor of Medicine,Doctor of Medicine,FA95,,MD,SOMC,MD,4,MD,511201,MEDICINE,,,,,,,,,,,,
---,558,MD78,Medicine,Doctor of Medicine,Doctor of Medicine,FA96,,MD,SOMC,MD,4,MD,511201,MEDICINE,,,,,,,,,,,,
---,558,MD79,Medicine,Doctor of Medicine,Doctor of Medicine,FA97,,MD,SOMC,MD,4,MD,511201,MEDICINE,,,,,,,,,,,,
,558,MD80,Medicine,Doctor of Medicine,Doctor of Medicine,WI03,,MD,SOMC,MD,4,MD,511201,MEDICINE,,,,MD80 is used to identify students admitted after FA02 for administrative purposes.,,,,,,,,
,558,MD81,Medicine,Doctor of Medicine,Doctor of Medicine,FA16,,MD,SOMC,MD,4,MD,511201,MEDICINE,,,,Used administratively for a special program,,,,,,,,
,01Y,MD82,Medicine,Doctor of Medicine,Doctor of Medicine,FA24,,MD,SOMC,MD,4,MD,511201,MEDICINE,,,,MD82 is used to identify students participating in the PRIME program for reporting.,,,,,,,,
,647,ME75,M&S Ed-JD,Math & Sci Educ (Jnt Doc SDSU),Mathematics and Science Education,FA93,,GR,MSED,PHD,7,GR,270199,"MATHEMATICS, OTHER",YES,,,,,,,,,,,
350,HIST,MO75,Exper Path,Experimental Pathology,,FA72,SP82,GR,MOLE,PHD,7,GR,260910,PATHOLOGY/EXPERIEMENTAL PATHOLOGY,YES,,YES,,,,,,,,,
350,350,MO75,Molec Path,Molecular Pathology,Molecular Pathology,FA82,,GR,MOLE,MS PHD,"2,7",GR,260910,PATHOLOGY/EXPERIEMENTAL PATHOLOGY,YES,,,,,,,,,,,
327,327,MS75,Matrls Sci,Materials Science,Materials Science,FA89,FA10,GR,MATS,MS PHD,"2,7",GR,143101,MATERIALS SCIENCE & ENGINEERING PROGRAM,YES,,YES,,,,,,,,,
---,328,MS76,MatSci&Eng,Materials Sci & Engineering,Materials Science and Engineering,SP00,,GR,MATS,MS PHD,"2,7",GR,401001,MATERIALS SCIENCES,YES,,,,,,,,,,,
,0BA,MS77,MSEMlScBio,MatSciEng w/Spec Mlt-Scale Bio,Materials Science and Engineering with a Specialization in Multi-Scale Biology,FA15,,GR,MATS,PHD,7,GR,401099,"MATERIALS SCIENCES, OTHER",YES,,,,,,,,,,,
---,72A,MU01,Pr-MuCmpAr,Pre-Interdisc Computing & Arts,,FA02,FA07,UN,MUS,NONE,4,RE MU TH WA FI SI,500999,"MUSIC, OTHER",,,YES,,,,,,,,,
579,579,MU25,Music,Music,Music,FA67,,UN,MUS,BA,4,RE MU TH WA FI SI SN EI,500901,MUSIC GENERAL,,,,,,,,,,,,
580,580,MU26,Music Hum,Music Humanities,Music Humanities,SP78,,UN,MUS,BA,4,RE MU TH WA FI SI SN EI,500999,"MUSIC, OTHER",,,,,,,,,,,,
---,266,MU27,Mu-CompArt,Interdisc Computing & the Arts,Interdisciplinary Computing and the Arts,FA98,,UN,MUS,BA,4,RE MU TH WA FI SI SN EI,500999,"MUSIC, OTHER",,,,,,,,,,,,
---,579,MU50,Hn-Music,Music,Music,WI91,,UN,MUS,BA,4,RE MU TH WA FI SI,500901,MUSIC GENERAL,,,YES,,,,,,,,,
---,580,MU51,Hn-Mus Hum,Music Humanities,Music Humanities,WI91,,UN,MUS,BA,4,RE MU TH WA FI SI,500999,"MUSIC, OTHER",,,YES,,,,,,,,,
579,579,MU75,Music,Music,Music,FA70,,GR,MUS,MA PHD,"2,7",GR,500901,MUSIC GENERAL,,,,,,,,,,,,
---,835,MU76,ConMusPerf,Contemporary Music Performance,Contemporary Music Performance,FA96,,GR,MUS,DMA,7,GR,500903,"MUSIC PERFORMANCE, GENERAL",,,,,,,,,,,,
,06I,MU77,MusicCogSc,Music and Cognitive Science,Music and Cognitive Science,WI12,,GR,MUS,PHD,7,GR,500999,"MUSIC, OTHER",,,,,,,,,,,,
,0FJ,MU78,MusicCrGdS,Music w/Spec in Crtcl Gndr Stu,Music with a Specialization in Critical Gender Studies,FA19,,GR,MUS,PHD,7,GR,500999,"MUSIC, OTHER",,,,,,,,,,,,
,04K,NA25,NanoEng,NanoEngineering,Nanoengineering,FA10,,UN,NENG,BS,5,RE MU TH WA FI SI SN EI,149999,"ENGINEERING, OTHER",YES,,,,,,,,,,,
,04K,NA75,NanoEng,NanoEngineering,NanoEngineering,FA10,,GR,NENG,MS PHD,"2,7",GR,149999,"ENGINEERING, OTHER",YES,,,,,,,,,,,
,0CY,NA76,ChemEngMsB,ChemEng w/Spec Multi-ScaleBio,Chemical Engineering with a Specialization in Multiscale Biology,SP17,,GR,NENG,PHD,7,GR,140799,"CHEMICAL ENGINEERING, OTHER",YES,,,,,,,,,,,
,0CZ,NA77,NanEngMsB,NanoEng w/Spec Multi-ScaleBio,NanoEngineering with a Specialization in Multiscale Biology,SP17,,GR,NENG,PHD,7,GR,149999,"ENGINEERING, OTHER",YES,,,,,,,,,,,
594,594,NE75,Neurosci,Neurosciences,Neurosciences,FA68,,GR,NEU,MS PHD,"2,7",GR,261501,NEUROSCIENCE,YES,,,,,,,,,,,
177,177,NE76,CogSciNeur,Cognitive Sci & Neurosciences,Cognitive Science and Neurosciences,FA00,FA10,GR,NEU,PHD,7,GR,302401,NEUROSCIENCE,,,YES,,,,,,,,,
177,177,NE77,NeurCogSci,Neurosciences & Cognitive Sci,Neurosciences and Cognitive Science,SP03,,GR,NEU,PHD,7,GR,261501,NEUROSCIENCE,YES,,,,,,,,,,,
 ---,02G,NE78,Neur-CNeur,Neur/Spec Computational Neuro,Neurosciences with a Specialization in Computational Neurosciences,SP08,,GR,NEU,MS PHD,"2,7",GR,261501,NEUROSCIENCE,YES,,,,,,,,,,,
 ---,03J,NE79,NeurMSBiol,Neurosci w/Spec Multi-ScaleBio,Neurosciences with a Specialization in Multi-Scale Biology,WI09,,GR,NEU,PHD,7,GR,261501,NEUROSCIENCE,YES,,,,,,,,,,,
,04S,NE80,Neur/Apgn,Neurosci w/Spec Anthropogeny,Neurosciences with a Specialization in Anthropogeny,WI10,,GR,NEU,PHD,7,GR,261599,"NEUROBIOLOGY AND NEUROSCIENCES, OTHER",YES,,,,,,,,,,,
,0LX,NE81,NeurSpCgSc,Neurosci w/Spec CognitiveSci,Neurosciences with a Specialization in Cognitive Science,FA25,,GR,NEU,PHD,7,GR,261599,"NEUROBIOLOGY AND NEUROSCIENCES, OTHER",YES,,,,,,,,,,,
361,HIST,NU75,Fm Nurs Pr,Family Nurse Practitioner,,FA74,SU84,GR,NURS,NOAW,4,GR,511605,FAMILY PRACTICE NURSE/NURSE PRACT,,,YES,,,,,,,,,
772,772,NU75,Nurse Prac,Nurse Practitioner,,FA84,FA91,GR,NURS,NOAW,4,GR MD,511605,FAMILY PRACTICE NURSE/NURSE PRACT,,,YES,,,,,,,,,
772,772,NU75,Nurse Prac,Nurse Practitioner,Nurse Practitioner,WI92,WI04,GR,NURS,NOAW,4,MD,511605,FAMILY PRACTICE NURSE/NURSE PRACT,,,YES,,,,,,,,,
,789,PB25,Public Hlt,Public Health,Public Health,FA20,,UN,SPH,BS,4,RE MU TH WA FI SI SN EI,512201,"PUBLIC HEALTH, GENERAL",,,,,,,,,,,,
,0GZ,PB26,PbHlBios,PblHlth w/Con Biostatistics,Public Health with Concentration in Biostatistics,FA20,,UN,SPH,BS,4,RE MU TH WA FI SI SN EI,261102,BIOSTATISTICS,YES,,,,,,,,,,,
,0H0,PB27,PbHlClEn,PblHlth w/Con Clmt&EnvrnSci,Public Health with Concentration in Climate and Environmental Sciences,FA20,,UN,SPH,BS,4,RE MU TH WA FI SI SN EI,512202,ENVIRONMENTAL HEALTH,YES,,,,,,,,,,,
,0H1,PB28,PbHlCmHl,PblHlth w/Con CmntyHlth Sci,Public Health with Concentration in Community Health Sciences,FA20,,UN,SPH,BS,4,RE MU TH WA FI SI SN EI,512208,COMMUNITY HEALTH AND PREVENTIVE MEDICINE,,,,,,,,,,,,
,0H2,PB29,PbHlEpid,PblHlth w/Con Epidemiology,Public Health with Concentration in Epidemiology,FA20,,UN,SPH,BS,4,RE MU TH WA FI SI SN EI,512299,"PUBLIC HEALTH, OTHER",,,,,,,,,,,,
,0H3,PB30,PbHlHPMg,PblHlth w/Con HlthPol&Mgmt,Public Health with Concentration in Health Policy and Management Sciences,FA20,,UN,SPH,BS,4,RE MU TH WA FI SI SN EI,512299,"PUBLIC HEALTH, OTHER",,,,,,,,,,,,
,0H4,PB31,PbHlMdSc,PblHlth w/Con Medicine Sci ,Public Health with Concentration in Medicine Sciences,FA20,,UN,SPH,BS,4,RE MU TH WA FI SI SN EI,512299,"PUBLIC HEALTH, OTHER",,,,,,,,,,,,
,0MA,PB32,Public Hlt,Public Health,Public Health,FA26,,UN,SPH,BS,4,RE MU TH WA FI SI SN EI,512201,"PUBLIC HEALTH, GENERAL",,,,Administrative Code used for CV cohort. ,,,,,,,,
,0DF,PB75,MstPubHlth,Master of Public Health,Master of Public Health,FA20,,GR,SPH,MPH,2,PB,512201,"PUBLIC HEALTH, GENERAL",,YES,,,,,,,,,,
,132,PB76,BioStats,Biostatistics,Biostatistics,FA20,,GR,SPH,MS,2,PB,261102,BIOSTATISTICS,YES,,,,,,,,,,,
,132,PB77,BioStats,Biostatistics,Biostatistics,FA20,,GR,SPH,PHD,7,PB,261102,BIOSTATISTICS,YES,,,,,,,,,,,
,0EP,PB78,BioStatSci,Biostatistical Sciences,Biostatistical Sciences,FA20,,GR,SPH,MS,2,PB,261102,BIOSTATISTICS,YES,,,,,,,,,,,
,0GU,PB79,PubHlth-JD,Pub Hlth(Epidemiol)JT Doc SDSU,Public Health (Epidemiology),FA20,,GR,SPH,PHD,7,PB,261309,EPIDEMIOLOGY,YES,,,,,,,,,,,
,78B,PB80,PubHlth-HB,PubHlth(Health Behav)JtDocSDSU,Public Health (Health Behavior),FA20,,GR,SPH,PHD,7,PB,512212,BEHAVIORAL ASPECTS OF HEALTH,,,,,,,,,,,,
,01E,PB81,PubHlth-GH,PublHlth(Global Hlth)JtDocSDSU,Public Health (Global Health),FA20,,GR,SPH,PHD,7,PB,512210,PUBLIC HEALTH (GLOBAL HEALTH),,,,,,,,,,,,
,65A,PB82,LHCO,Leadership/Health Care Organiz,Leadership of Healthcare Organizations,FA20,,GR,SPH,MAS,2,PB,510701,HEALTH/HEALTH CARE ADMINISTRATION/MANAGEMENT,,YES,YES,,,,,,,,,
,0GV,PB83,PbHEpidHCD,PbHlth(Epid)w/SpHmCnDs-JD SDSU,Public Health (Epidemiology) with a Specialization in Human-Centered Design,WI21,,GR,SPH,PHD,7,PB,512299,"PUBLIC HEALTH, OTHER",,,,,,,,,,,,
,0GW,PB84,PbHGlbHHCD,PbHlth(GlbH)w/SpHmCnDs-JD SDSU,Public Health (Global Health) with a Specialization in Human-Centered Design,WI21,,GR,SPH,PHD,7,PB,512299,"PUBLIC HEALTH, OTHER",,,,,,,,,,,,
,0GX,PB85,PbHHlBeHCD,PbHlth(HlBe)w/SpHmCnDs-JD SDSU,Public Health (Health Behavior) with a Specialization in Human-Centered Design,WI21,,GR,SPH,PHD,7,PB,512299,"PUBLIC HEALTH, OTHER",,,,,,,,,,,,
,0GY,PB86,MPHSpHmCnD,MPH w/Spec in Human-Center Des,Master of Public Health with a Specialization in Human-Centered Design,WI21,,GR,SPH,MPH,2,PB,512299,"PUBLIC HEALTH, OTHER",,YES,,,,,,,,,,
,0JZ,PB87,MsPHHlthBe,MPH(Health Behavior),Master of Public Health (Health Behavior),SP24,,GR,SPH,MPH,2,PB,512212,Behavioral Aspects of Health,,YES,,,,,,,,,,
,0K0,PB88,MsPHHlthPo,MPH(Health Policy),Master of Public Health (Health Policy),SP24,,GR,SPH,MPH,2,PB,512299,"Public Health, Other",,YES,,,,,,,,,,
,0K1,PB89,MsPHPbMnHl,MPH(Public Mental Health),Master of Public Health (Public Mental Health),SP24,,GR,SPH,MPH,2,PB,512299,"Public Health, Other",,YES,,,,,,,,,,
,0K2,PB90,MsPHTcPcHl,MPH(Tech&Precision Health),Master of Public Health (Technology & Precision Health),SP24,,GR,SPH,MPH,2,PB,512299,"Public Health, Other",,YES,,,,,,,,,,
,0K3,PB91,MsPHEpid,MPH(Epidemiology),Master of Public Health (Epidemiology),SP24,,GR,SPH,MPH,2,PB,261309,Epidemiology,,YES,,CIP code change effective FA24. Former CIP code 512299,,,,,,,,
,0KB,PB92,PbHlHSRIS,PbHl w/Con HlthSvcsRsch&ImpSci,Public Health with a concentration in Health Services Research and Implementation Sciences,FA24,,GR,SPH,PHD,7,PB,512299,"Public Health, Other",,,,,,,,,,,,
,391,PC25,Psychology,Psychology,Psychology,FA15,,UN,PSYC,BA,4,RE MU TH WA FI SI SN EI,420101,"PSYCHOLOGY, GENERAL",,,,,,,,,,,,
391 & 780,391,PC26,Psychology,Psychology,Psychology,FS64,,UN,PSYC,BA BS,4,RE MU TH WA FI SI SN EI,420101,"PSYCHOLOGY, GENERAL",,YES,,BA phased out. BS only offered. BS degree effective WI98,,,,,,,,
781,781,PC27,Psych-Cogn,Psychology (Cognitive Science),Psychology (Cognitive Science),FA80,FA10,UN,PSYC,BA,4,RE MU TH WA FI,429999,"PSYCHOLOGY, OTHER",,,YES,,,,,,,,,
,0AD,PC28,Psyc/ClPsy,Psychology/Clinical Psychology,Psychology with a Specialization in Clinical Psychology,FA15,,UN,PSYC,BS,4,RE MU TH WA FI SI SN EI,422801,CLINICAL PSYCHOLOGY,,,,,,,,,,,,
,0AE,PC29,Psyc/CogPs,Psychology/Cognitive Psych,Psychology with a Specialization in Cognitive Psychology,FA15,,UN,PSYC,BS,4,RE MU TH WA FI SI SN EI,422701,COGNITIVE PSYCHOLOGY AND PSYCHOLINGUISTICS,YES,,,,,,,,,,,
,0AF,PC30,Psyc/DelPs,Psychology/Developmental Psych,Psychology with a Specialization in Developmental Psychology,FA15,,UN,PSYC,BS,4,RE MU TH WA FI SI SN EI,422703,DEVELOPMENTAL AND CHILD PSYCHOLOGY,YES,,,,,,,,,,,
,0AG,PC31,Psyc/HumHl,Psychology/Human Health,Psychology with a Specialization in Human Health,FA15,,UN,PSYC,BS,4,RE MU TH WA FI SI SN EI,422810,HEALTH/MEDICAL PSYCHOLOGY,,,,,,,,,,,,
,0AH,PC32,Psyc/SenPr,Psychology/Sensation&Perception,Psychology with a Specialization in Sensation and Perception,FA15,,UN,PSYC,BS,4,RE MU TH WA FI SI SN EI,422701,COGNITIVE PSYCHOLOGY AND PSYCHOLINGUISTICS,YES,,,,,,,,,,,
,0AI,PC33,Psyc/SocPs,Psychology/Social Psychology,Psychology with a Specialization in Social Psychology,FA15,,UN,PSYC,BS,4,RE MU TH WA FI SI SN EI,422707,SOCIAL PSYCHOLOGY,YES,,,,,,,,,,,
,0BG,PC34,CogBehNeur,Cogn & Behavioral Neuroscience,Cognitive and Behavioral Neuroscience,WI16,,UN,PSYC,BS,4,RE MU TH WA FI SI SN EI,302501,COGNITIVE SCIENCE,YES,,,,,,,,,,,
,0DI,PC35,BusPsych,Business Psychology,Business Psychology,S118,,UN,PSYC,BS,4,RE MU TH WA FI SI SN EI,429999,"PSYCHOLOGY, OTHER",,,,Administrative start in S1 to accommodate new students attending Summer,,,,,,,,
,0MG,PC36,Psyc/ClPsy,Psychology/Clinical Psychology,Psychology with a Specialization in Clinical Psychology,FA26,,UN,PSYC,BA,4,RE MU TH WA FI SI SN EI,422801,CLINICAL PSYCHOLOGY,,,,,,,,,,,,
,363,PC37,Exp Psych,Experimental Psychology,Experimental Psychology,FA26,,UN,PSYC,BS,4,RE MU TH WA FI SI SN EI,422704,EXPERIMENTAL PSYCHOLOGY,YES,,,,,,,,,,,
---,391,PC50,Hn-Psychol,Psychology,Psychology,WI91,,UN,PSYC,BA BS,4,RE MU TH WA FI SI,420101,"PSYCHOLOGY, GENERAL",,,YES,BA phased out. BS only offered. BS degree effective WI98,,,,,,,,
,,PC75,,,,,,,PSYC,,,,000000,NOT APPLICABLE AT UCSD,,,YES,Reserved for Historical Code,,,,,,,,
391 & 780,391,PC76,Psychology,Psychology,Psychology,FA66,,GR,PSYC,MA PHD,"2,7",GR,420101,"PSYCHOLOGY, GENERAL",,,YES,,,,,,,,,
214,214,PC77,CogSciPsyc,Cognitive Sci & Psychology,Cognitive Science and Psychology,FA00,FA10,GR,PSYC,PHD,7,GR,429999,"PSYCHOLOGY, OTHER",,,YES,,,,,,,,,
217,214,PC78,PsycCogSci,Psychology & Cognitive Sci,Psychology and Cognitive Science,SP03,,GR,PSYC,PHD,7,GR,429999,"PSYCHOLOGY, OTHER",,,YES,,,,,,,,,
,04T,PC79,Psyc/Apgn,Psychology w/Spec Anthropogeny,Psychology with a Specialization in Anthropogeny,WI10,,GR,PSYC,PHD,7,GR,429999,"PSYCHOLOGY, OTHER",,,YES,,,,,,,,,
,0BV,PC80,Psyc-CGrdS,Psyc w/Spec in Crit Gndr Sts,Psychology with a Specialization in Critical Gender Studies,FA16,,GR,PSYC,PHD,7,GR,429999,"PSYCHOLOGY, OTHER",,,YES,,,,,,,,,
,363,PC81,Exp Psych,Experimental Psychology,Experimental Psychology,SP18,,GR,PSYC,MA PHD,"2,7",GR,422704,EXPERIMENTAL PSYCHOLOGY,YES,,,,,,,,,,,
,0E7,PC82,ExpPsychCS,Exp Psych and Cognitive Sci  ,Experimental Psychology & Cognitive Science,SP18,,GR,PSYC,PHD,7,GR,429999,"PSYCHOLOGY, OTHER",,,,,,,,,,,,
,0E5,PC83,ExpPsychAP,Exp Psych w/ Spec Anthropogeny,Experimental Psychology with Specialization in Anthropogeny,SP18,,GR,PSYC,PHD,7,GR,429999,"PSYCHOLOGY, OTHER",,,,,,,,,,,,
,0E6,PC84,ExpPsychGS,Exp Psych w/ Spec Crit Gndr St,Experimental Psychology with Specialization in Critical Gender Studies,SP18,,GR,PSYC,PHD,7,GR,429999,"PSYCHOLOGY, OTHER ",,,,,,,,,,,,
,0IB,PC85,ExpPsychCS,Exp Psych w/Spec in CompSocSci,Experimental Psychology with a Specialization in Computational Social Science,S122,,GR,PSYC,PHD,7,GR,422799,"RESEARCH AND EXP PSYCH, OTHER",YES,,,CIP effective FA22. Former CIP is 429999,,,,,,,,
,0LP,PC86,Psyc/CogSc,Exp Psych w/Spec in CogScience,Experimental Psychology with a Specialization in Cognitive Science,FA25,,GR,PSYC,PHD,7,GR,429999,"PSYCHOLOGY, OTHER ",,,,,,,,,,,,
,0B7,PE75,PhysAsstSt,Physician Assistant Studies,Physician Assistant Studies,S124,,GR,SOMC,MAS,2,GR,510912,Physician Assistant,,YES,,,,,,,,,,
,0B7,PE76,PhysAsstSt,Physician Assistant Studies,Physician Assistant Studies,SU25,,GR,SOMC,MAS,2,GR,510912,Physician Assistant,,YES,,,,,,,,,,
,0B7,PE77,PhysAsstSt,Physician Assistant Studies,Physician Assistant Studies,SU25,,GR,SOMC,MAS,2,GR,510912,Physician Assistant,,YES,,,,,,,,,,
,0B7,PE78,PhysAsstSt,Physician Assistant Studies,Physician Assistant Studies,SU25,,GR,SOMC,MAS,2,GR,510912,Physician Assistant,,YES,,,,,,,,,,
---,648,PH75,Pharm D,Doctor of Pharmacy,Doctor of Pharmacy,FA02,,PH,CLPH,PHMD,4,PH,512001,PHARMACY,,,,,,,,,,,,
---,648,PH76,Pharm D,Doctor of Pharmacy,Doctor of Pharmacy,WI03,,PH,CLPH,PHMD,4,PH,512001,PHARMACY,,,,PH76 is used to identify students admitted after FA02 for administrative purposes.,,,,,,,,
,0D8,PH77,DrgDevMgmt,Drug Development& Product Mgmt,Drug Development and Product Management,FA18,,GR,CLPH,MS,2,GR,512006,"CLINICAL AND INDUSTRIAL DRUG DEVELOPMENT (MS, PHD)",YES,YES,,,,,,,,,,
651,651,PL25,Philosophy,Philosophy,Philosophy,FA65,,UN,PHIL,BA,4,RE MU TH WA FI SI SN EI,380101,PHILOSOPHY,,,,,,,,,,,,
---,651,PL50,Hn-Philos,Philosophy,Philosophy,WI91,,UN,PHIL,BA,4,RE MU TH WA FI SI,380101,PHILOSOPHY,,,YES,,,,,,,,,
651,651,PL75,Philosophy,Philosophy,Philosophy,FS64,,GR,PHIL,MA CPH PHD,"2,2,7",GR,380101,PHILOSOPHY,,,,,,,,,,,,
844,844,PL76,Phil-SciSt,Philosophy (Science Studies),Philosophy (Science Studies),FA89,,GR,PHIL,PHD,7,GR,380199,"PHILOSOPHY, OTHER",,,,"The single former local code of 844 has been split into three separate ISIS codes under History, Philosophy, and Sociology",,,,,,,,
199,199,PL77,CogSciPhil,Cognitive Sci & Philosophy,Cognitive Science and Philosophy,FA00,FA10,GR,PHIL,PHD,7,GR,380199,"PHILOSOPHY, OTHER",,,YES,,,,,,,,,
199,199,PL78,PhilCogSci,Philosophy & Cognitive Sci,Philosophy and Cognitive Science,SP03,,GR,PHIL,PHD,7,GR,380199,"PHILOSOPHY, OTHER",,,,,,,,,,,,
,0C1,PL79,Phil-PIERS                    ,Phil w/Spec Intdis Envirn Res,Philosophy with a Specialization in Interdisciplinary Environmental Research,FA16,,GR,PHIL,PHD,7,GR,380104,APPLIED AND PROFESSIONAL ETHICS,,,,,,,,,,,,
,0LT,PL80,PhilSpCgSc,Phil w/Spec Cognitive Science,Philosophy with a Specialization in Cognitive Science,FA25,,GR,PHIL,PHD,7,GR,380199,"Philosophy, Other",,,,,,,,,,,,
676,676,PP75,Phys&Pharm,Physiology and Pharmacology,Physiology and Pharmacology,FA70,FA10,GR,PHPH,MS PHD,"2,7",GR,261001,PHARMACOLOGY,YES,,YES,,,,,,,,,
699,699,PS25,Polit Sci,Political Science,Political Science,FA75,,UN,POLI,BA,4,RE MU TH WA FI SI SN EI,451001,"POLITICAL SCIENCE AND GOVERNMENT, GENERAL",,,,,,,,,,,,
---,70A,PS26,PolSc-Amer,Political Sci/Amer Politics,Political Science/American Politics,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI SN EI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
---,70B,PS27,PolSc-Comp,Political Sci/Compar Politics,Political Science/Comparative Politics,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI SN EI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
---,70C,PS28,PolSc-Intl,Political Sci/Intntl Relations,Political Science/International Relations,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI SN EI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
---,70D,PS29,PolSc-Thry,Political Sci/Political Theory,Political Science/Political Theory,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI SN EI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
---,70E,PS30,PolSc-PLaw,Political Sci/Public Law,Political Science/Public Law,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI SN EI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
---,70F,PS31,PolSc-PPol,Political Sci/Public Policy,Political Science/Public Policy,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI SN EI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
,0EA,PS32,PolSc-Data,Political Sci/Data Analytics,Political Science/Data Analytics,FA18,,UN,POLI,BS,4,RE MU TH WA FI SI SN EI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
,0GB,PS33,PolSc-IntA,Political Sci/Intl Affairs,Political Science/International Affairs,S120,,UN,POLI,BA,4,RE MU TH WA FI SI SN EI,450901,INTERNATIONAL RELATIONS AND AFFAIRS,,,,Approved as part of the BA-MIA. Administrative start in S1 to accommodate students starting in Summer. ,,,,,,,,
,0GI,PS34,PolSc-RcEP,Political Sci/Race Eth and Pol,"Political Science/Race, Ethnicity, and Politics",FA20,,UN,POLI,BA,4,RE MU TH WA FI SI SN EI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,,,,,,,,,,
---,699,PS50,Hn-Pol Sci,Political Science,Political Science,WI91,,UN,POLI,BA,4,RE MU TH WA FI SI,451001,"POLITICAL SCIENCE AND GOVERNMENT, GENERAL",,,YES,,,,,,,,,
---,70A,PS51,Hn-PS-Amer,Political Sci/Amer Politics,Political Science/American Politics,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,YES,,,,,,,,,
---,70B,PS52,Hn-PS-Comp,Political Sci/Compar Politics,Political Science/Comparative Politics,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,YES,,,,,,,,,
---,70C,PS53,Hn-PS-Intl,Political Sci/Intntl Relations,Political Science/International Relations,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,YES,,,,,,,,,
---,70D,PS54,Hn-PS-Thry,Political Sci/Political Theory,Political Science/Political Theory,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,YES,,,,,,,,,
---,70E,PS55,Hn-PS-PLaw,Political Sci/Public Law,Political Science/Public Law,FA97,,UN,POLI,BA,4,RE MU TH WA FI SI,451099,"POLITICAL SCIENCE AND GOVERNMENT, OTHER",,,YES,,,,,,,,,
