"Previous 
Local Code","UCOP Major
Code (CSS)",ISIS Major Code,Major Abbreviation,Major Description ,Diploma Title,Start Term,End Term,"Student 
Level",Department,Award Type,Program Length (in years),College,CIP Code,CIP Description,STEM,"Self 
Supporting","Discontinued or
Phasing Out",Notes,,,,,,,,
075,HIST,EE28,Apld Phys,Applied Physics,,FA66,SU87,UN,EECS,BA,5,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
302,HIST,EE29,Comp Engin,Computer Engineering,,FA66,SU87,UN,EECS,BA BS,5,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
201,HIST,EE30,Comput Sci,Computer Science,,FA66,SU87,UN,EECS,BA,5,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
304,HIST,EE31,Elec Engin,Electrical Engineering,,FA66,SU87,UN,EECS,BA BS,5,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
315,HIST,EE32,Engin Phys,Engineering Physics,,FA66,SU87,UN,EECS,BA BS,5,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
461,HIST,EE33,Info Sci,Information Science,,FA66,SU87,UN,EECS,BA,5,RE MU TH WA,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,HIST,EE75,ApldElcPh,Applied Electrophysics,,FA65,SU87,GR,EECS,MS CPH PHD,"2,2,7",GR,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
,,EE76,,,,,,,EECS,,,,000000,NOT APPLICABLE AT UCSD,,,,Reserved for Historical Code,,,,,,,,
,HIST,EE77,Apld Phys,Applied Physics,,FA65,WI80,GR,EECS,MS CPH PHD,"2,2,7",GR,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
075 & 078,HIST,EE77,Apld Phys,Electr Engin (Applied Physics),Electrical Engineering (Applied Physics),SP80,SU87,GR,EECS,MS CPH PHD,"2,2,7",GR,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
459,HIST,EE78,InfoCompSc,Information & Computer Science,,FA66,WI76,GR,EECS,MS CPH PHD,"2,2,7",GR,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
201,HIST,EE79,Comput Sci,Computer Science,,WI76,SU87,GR,EECS,MS CPH PHD,"2,2,7",GR,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
461,HIST,EE80,Info Sci,Information Science,,WI76,WI80,GR,EECS,MS CPH PHD,"2,2,7",GR,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
180,HIST,EE80,Com Th/Sys,Elec Eng (Communic Thry & Sys),,SP80,SU87,GR,EECS,MS CPH PHD,"2,2,7",GR,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
077,HIST,EE81,ApldOcnSci,Electr Eng (Applied Ocean Sci),,WI81,SU87,GR,EECS,MS CPH PHD,"2,2,7",GR,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
245,246,EN01,Pre-Econom,Pre-Economics,,FA88,FA91,UN,ECON,NONE,4,RE MU TH WA FI,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
532,533,EN02,Pre-QEDS,Pre-Quant Econ & Decision Sci,,FA88,FA91,UN,ECON,NONE,4,RE MU TH WA FI,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
246,246,EN25,Economics,Economics,Economics,FA65,,UN,ECON,BA,4,RE MU TH WA FI SI SN EI,450603,ECONOMETRICS AND QUANTITATIVE ECONOMICS,YES,,,CIP effective SP19. Former CIP is 450601,,,,,,,,
533,HIST,EN26,Econ-MgtSc,Management Science,,FA75,SP91,UN,ECON,BA,4,RE MU TH WA,521301,"MANAGEMENT SCIENCE, GENERAL",YES,,YES,,,,,,,,,
,533,EN26,Econ-MgtSc,Management Science,Management Science,WI94,WI22,UN,ECON,BS,4,RE MU TH WA FI SI SN,521301,"MANAGEMENT SCIENCE, GENERAL",YES,,YES,,,,,,,,,
533,533,EN27,Econ-QEDS,Quant Econ & Decision Sciences,Quantitative Economics and Decision Sciences,FA87,FA10,UN,ECON,BA,4,RE MU TH WA FI,450699,"ECONOMICS, OTHER",,,YES,,,,,,,,,
,778,EN28,Ec-Mth&Ecn,Joint Major Mathematics & Econ,Joint Major in Mathematics/Economics,FA97,,UN,ECON,BA BS,4,RE MU TH WA FI SI SN EI,270199,"MATHEMATICS, OTHER",YES,,,BA phased out. BS only offered. ,,,,,,,,
,0EW,EN29,Econ-PubPl,Economics- Public Policy,Economics-Public Policy,FA19,,UN,ECON,BA,4,RE MU TH WA FI SI SN EI,450699,"ECONOMICS, OTHER",,,,,,,,,,,,
,144,EN30,BusEcon,Business Economics,Business Economics,FA21,,UN,ECON,BS,4,RE MU TH WA FI SI SN EI,521399,"MANAGEMENT SCIENCES AND QUANTITATIVE METHODS, OTHER",YES,,,,,,,,,,,
,0KF,EN31,Economics,Economics,Economics,S124,,UN,ECON,BS,4,RE MU TH WA FI SI SN EI,450603,ECONOMETRICS AND QUANTITATIVE ECONOMICS,YES,,,Effective date is FA24. S124 used for administrative purposes.,,,,,,,,
,246,EN50,Hn-Econ,Economics,Economics,WI91,,UN,ECON,BA,4,RE MU TH WA FI SI,450601,"ECONOMICS, GENERAL",,,YES,,,,,,,,,
,533,EN51,Hn-QEDS,Quant Econ & Decision Sciences,Quantitative Economics and Decision Sciences,WI91,FA10,UN,ECON,BA,4,RE MU TH WA FI,450699,"ECONOMICS, OTHER",,,YES,,,,,,,,,
,533,EN52,Hn-MgmtSci,Management Science,Management Science,WI94,,UN,ECON,BS,4,RE MU TH WA FI SI,521301,"MANAGEMENT SCIENCE, GENERAL",YES,,YES,,,,,,,,,
,778,EN53,Hn-Math&Ec,Joint Major Mathematics & Econ,,WI08,,UN,ECON,BA BS,4,RE MU TH WA FI SI,450699,"ECONOMICS, OTHER",,,YES,BA phased out. BS only offered. ,,,,,,,,
246,246,EN75,Economics,Economics,Economics,FA65,,GR,ECON,MA CPH PHD,"2,2,7",GR,450603,ECONOMETRICS AND QUANTITATIVE ECONOMICS,YES,,,CIP effectice FA22. Former CIP is 450699,,,,,,,,
,256,EN76,Ec&IntlAff,Economics & Internatl Affairs,Economics and International Affairs,FA98,,GR,ECON,PHD,7,GR,450699,"ECONOMICS, OTHER",,,,,,,,,,,,
,0C0,EN77,Econ-PIERS                      ,Econ w/Spec Intdis Envirn Res   ,Economics with a Specialization in Interdisciplinary Environmental Research,FA16,,GR,ECON,PHD,7,GR,450603,ECONOMETRICS AND QUANTITATIVE ECONOMICS,YES,,,CIP effectice FA22. Former CIP is 450699,,,,,,,,
,0IH,EN78,EconSpcCSS,Economics w/Spec in CompSocSci,Economics with a Specialization in Computational Social Science,S122,,GR,ECON,PHD,7,GR,450603,ECONOMETRICS AND QUANTITATIVE ECONOMICS,YES,,,CIP effectice FA22. Former CIP is 450699,,,,,,,,
---,38A,ES25,EnvSys(ES),Environ Sys (Earth Sciences),Environmental Systems (Earth Sciences),FA99,,UN,ESYS,BS,4,RE MU TH WA FI SI SN EI,030103,ENVIRONMENTAL STUDIES,YES,,,,,,,,,,,
---,38B,ES26,EnvSys(EB),"Environ Sys (Ecol, Behav&Evol)","Environmental Systems (Ecology, Behavior and Evolution)",FA99,,UN,ESYS,BS,4,RE MU TH WA FI SI SN EI,030103,ENVIRONMENTAL STUDIES,YES,,,,,,,,,,,
---,38C,ES27,EnvSys(EC),Environ Sys (Environ Chemistry),Environmental Systems (Environmental Chemistry),FA99,,UN,ESYS,BS,4,RE MU TH WA FI SI SN EI,030103,ENVIRONMENTAL STUDIES,YES,,,,,,,,,,,
---,38D,ES28,EnvSys(EP),Environ Sys (Environ Policy),Environmental Systems (Environmental Policy),FA99,,UN,ESYS,BA,4,RE MU TH WA FI SI SN EI,030103,ENVIRONMENTAL STUDIES,YES,,,,,,,,,,,
---,360,ET25,Ethnic St,Ethnic Studies,Ethnic Studies,FA91,,UN,ETHN,BA,4,RE MU TH WA FI SI SN EI,050299,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STDS, OTH",,,,,,,,,,,,
---,360,ET50,Hn-EthnSt,Ethnic Studies,Ethnic Studies,FA01,,UN,ETHN,BA,4,RE MU TH WA FI SI,050299,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STDS, OTH",,,YES,,,,,,,,,
---,360,ET75,Ethnic St,Ethnic Studies,Ethnic Studies,FA96,,GR,ETHN,MA PHD,"2,7",GR,050299,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STDS, OTH",,,,,,,,,,,,
,451,ET76,EtSt&Dr&Th,Ethnic Stu & Drama & Theater,Ethnic Studies and Drama and Theater,SP06,FA10,GR,ETHN,PHD,7,GR,050299,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STDS, OTH",,,YES,,,,,,,,,
,0BS,ET77,Ethn-CGrdS,EthSt w/Spec in Crit Gndr Sts ,Ethnic Studies with a Specialization in Critical Gender Studies,FA16,,GR,ETHN,PHD,7,GR,050299,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STDS, OTH",,,,,,,,,,,,
,0GT,ET78,EthStSpIER,EthnicStu w/Spec Intr EnvrnRes,Ethnic Studies with a Specialization in Interdisciplinary Environmental Research,WI21,,GR,ETHN,PHD,7,GR,050299,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STDS, OTH",,,,,,,,,,,,
,0IJ,ET79,EthSSpcCSS,EthnStudies w/Spec CompSocSci ,Ethnic Studies with a Specialization in Computational Social Science,S122,,GR,ETHN,PHD,7,GR,050299,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STDS, OTH",,,,,,,,,,,,
,0M8,ET80,EthSCGSIER,EthnStudies w/Spec CGrdS & IER,"Ethnic Studies with a Specialization in Critical Gender Studies and a Specialization in Interdisciplinary 
Environmental Research",FA25,WI26,GR,ETHN,PHD,7,GR,050299,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STDS, OTH",,,,This major is specially approved for a student and should not be open for other students.,,,,,,,,
,0DF,FM75,MstPubHlth,Master of Public Health,Master of Public Health,FA18,,GR,FMPH,MPH,2,GR,512201,"PUBLIC HEALTH, GENERAL",,YES,YES,Administratively Ends as of FA20,,,,,,,,
,132,FM76,BioStats,Biostatistics,Biostatistics,FA19,,GR,FMPH,MS,2,GR,261102,BIOSTATISTICS,YES,,YES,Administratively Ends as of FA20,,,,,,,,
,132,FM77,BioStats,Biostatistics,Biostatistics,FA19,,GR,FMPH,PHD,7,GR,261102,BIOSTATISTICS,YES,,YES,Administratively Ends as of FA20,,,,,,,,
,0EP,FM78,BiostatSci,Biostatistical Sciences,Biostatistical Sciences,FA19,,GR,FMPH,MS,2,GR,261102,BIOSTATISTICS,YES,,YES,Administratively Ends as of FA20,,,,,,,,
---,789,FP25,Public Health,Public Health,Public Health,FA13,WI23,UN,FPMU,BS,4,RE MU TH WA FI SI SN,512201,"PUBLIC HEALTH, GENERAL",,,YES,Administratively Ends as of FA20,,,,,,,,
,132,FP75,Biostats,Biostatistics,Biostatistics,FA15,,GR,FPMG,MS PHD,"2,7",GR,261102,BIOSTATISTICS,YES,,YES,Administratively Ends as of FA20,,,,,,,,
,09C,GH25,Global Hlt,Global Health,Global Health,FA14,,UN,GLBH,BA,4,RE MU TH WA FI SI SN EI,512210,PUBLIC HEALTH (GLOBAL HEALTH),,,,,,,,,,,,
,09C,GH26,Global Hlt,Global Health,Global Health,S119,,UN,GLBH,BS,4,RE MU TH WA FI SI SN EI,512210,PUBLIC HEALTH (GLOBAL HEALTH),,,,,,,,,,,,
,09C,GH75,Global Hlt,Global Health,Global Health,FA19,,GR,GLBH,MA,2,GR,512210,PUBLIC HEALTH (GLOBAL HEALTH),,,,,,,,,,,,
,0GA,GL25,GlbSthStud,Global South Studies,Global South Studies,S120,,UN,GSS,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,Administrative start in S1 to accommodate new students attending Summer,,,,,,,,
,0BL,GP75,MChinEcPoA,Mast of ChineseEcon&PoltAffrs ,Master of Chinese Economic and Political Affairs,FA16,,GR,GPS,MCEP,2,IR,450605,INTERNATIONAL ECONOMICS,,YES,,,,,,,,,,
,790,GP76,MstPubPol,Master of Public Policy,Master of Public Policy,FA19,,GR,GPS,MPP,2,IR,440501,"PUBLIC POLICY ANALYSIS, GENERAL",,,,,,,,,,,,
,0ME,GP77,MstPubPol,Master of Public Policy,Master of Public Policy,FA26,,GR,GPS,MPP,2,IR,450102,RESEARCH METHODOLOGY AND QUANTITATIVE METHODS,YES,,,,,,,,,,,
,0ME,GP78,MstPubPol,Master of Public Policy,Master of Public Policy,FA26,,GR,GPS,MPP,2,IR,450102,RESEARCH METHODOLOGY AND QUANTITATIVE METHODS,YES,,,,,,,,,,,
,40B,GS25,German Stu,German Studies,German Studies,WI00,,UN,GMST,BA,4,RE MU TH WA FI SI SN EI,050125,GERMAN STUDIES,,,,,,,,,,,,
,44A,HD01,Pr-HumnDev,Pre-Human Development,,FA01,,UN,HDP,NONE,4,RE MU TH WA FI SI,190701,"HUMAN DEVELOPMENT AND FAMILY STUDIES, GENERAL",,,YES,,,,,,,,,
,44A  ,HD02,Pr-HumnDev,Pre-Human Development,,SP16,,UN,HDP,NONE,4,RE MU TH WA FI SI,190701,"HUMAN DEVELOPMENT AND FAMILY STUDIES, GENERAL",,,YES,,,,,,,,,
,445,HD25,Human Dev,Human Development,Human Development,FA94,,UN,HDP,BA,4,RE MU TH WA FI SI,190701,"HUMAN DEVELOPMENT AND FAMILY STUDIES, GENERAL",,,YES,,,,,,,,,
,445,HD26,Human Dev,Human Development,Human Development,SP16,,UN,HDP,BS,4,RE MU TH WA FI SI,190701,"HUMAN DEVELOPMENT AND FAMILY STUDIES, GENERAL",,,YES,,,,,,,,,
,445,HD50,Hn-HumnDev,Human Development,Human Development,FA96,,UN,HDP,BA,4,RE MU TH WA FI SI,190701,"HUMAN DEVELOPMENT AND FAMILY STUDIES, GENERAL",,,YES,,,,,,,,,
419,HIST,HE25,Hlth Scis,Health Sciences,,FA72,SP77,UN,INTD,BA,4,TH,000000,NOT APPLICABLE AT UCSD,,,YES,,,,,,,,,
429,429,HI25,History,History,History,FS64,,UN,HIST,BA,4,RE MU TH WA FI SI SN EI,540101,"HISTORY, GENERAL",,,,,,,,,,,,
,429,HI50,Hn-Hist,History,History,FA68,,UN,HIST,BA,4,RE MU TH WA FI SI,000000,NOT APPLICABLE AT UCSD,,,YES,CSS code 436 is historical. ,,,,,,,,
429,429,HI75,History,History,History,FA68,,GR,HIST,MA CPH PHD,"2,2,7",GR,540101,"HISTORY, GENERAL",,,,,,,,,,,,
430,429,HI76,Hist-JudSt,History (Judaic Studies),History (Judaic Studies),FA87,,GR,HIST,MA,2,GR,540199,"HISTORY, OTHER",,,,,,,,,,,,
844,844,HI77,Hist-SciSt,History (Science Studies),History (Science Studies),FA89,,GR,HIST,PHD,7,GR,540199,"HISTORY, OTHER",,,,"The single former local code of 844 has been split into three separate ISIS majors under History, Philosophy, and Sociology.",,,,,,,,
,0BT,HI78,Hist-CGrdS,Hist w/Spec in Crit Gndr Sts ,History with a Specialization in Critical Gender Studies,FA16,,GR,HIST,PHD,7,GR,540199,"HISTORY, OTHER",,,,,,,,,,,,
,0E1,HS25,HumDevSci,Human Developmental Sciences,Human Developmental Sciences,FA18,,UN,HDS,BA,4,RE MU TH WA FI SI SN EI,190701,"HUMAN DEVELOPMENT AND FAMILY STUDIES, GENERAL",,,,,,,,,,,,
,0E1,HS26,HumDevSci,Human Developmental Sciences,Human Developmental Sciences,FA18,,UN,HDS,BS,4,RE MU TH WA FI SI SN EI,190701,"HUMAN DEVELOPMENT AND FAMILY STUDIES, GENERAL",,,,,,,,,,,,
,0EO,HS27,HDS/EqDiv,HumDevSci w/Spec Eqty& Divrsty,Human Developmental Sciences with a Specialization in Equity and Diversity,WI19,,UN,HDS,BS,4,RE MU TH WA FI SI SN EI,190701,"HUMAN DEVELOPMENT AND FAMILY STUDIES, GENERAL",,,,,,,,,,,,
,0ET,HS28,HDSHlthAge,HumDevSci w/Spec Healthy Aging,Human Developmental Sciences with a Specialization in Healthy Aging,FA19,,UN,HDS,BS,4,RE MU TH WA FI SI SN EI,190701,"HUMAN DEVELOPMENT AND FAMILY STUDIES, GENERAL",,,,,,,,,,,,
578,578,IN25,Muir Sp Pr,Muir Special Project Major,Individual Studies Major in [major title],FA67,,UN,INTD,BA,4,MU,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,,,,,,,,,,
451,451,IN26,Rev Ind Mj,Revelle Individual Major,Individual Studies Major in [major title],SP76,,UN,INTD,BA BS,4,RE,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,,Major offers both BA and BS. BS effective WI00.,,,,,,,,
,451,IN27,Ro Ind St,Eleanor Roosevelt Col Indiv St,Individual Studies Major in [major title],FA91,,UN,INTD,BA,4,FI,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,,,,,,,,,,
,451,IN28,Wa Ind St,Warren Coll Individual Studies,Individual Studies Major in [major title],WI94,,UN,INTD,BA BS,4,WA,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,,,,,,,,,,
,451,IN29,Mar Ind St,Thurgood Marshall Col Indiv St,Individual Studies Major in [major title],SP94,,UN,INTD,BA,4,TH,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,,,,,,,,,,
,03K,IN30,Si Ind St,Sixth Coll Individual Studies,Individual Studies Major in [major title],WI09,,UN,INTD,BA,4,SI,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,,,,,,,,,,
,451,IN31,Rev Ind Mj,Revelle Individual Major,Individual Studies Major in [major title],SP19,,UN,INTD,BS,4,RE,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,,,,,,,,,,
,451,IN32,Svn Ind Mj,Seventh Individual Major,Individual Studies Major in [major title],FA20,,UN,INTD,BA,4,SN,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,,,,,,,,,,
,451,IN33,Eig Ind St,Eighth Coll Individual Studies,Individual Studies Major in [major title],SP25,,UN,INTD,BA,4,EI,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,,,,,,,,,,
,578,IN50,Hn-MuirSpP,Muir Special Project Major,Individual Studies Major in [major title],WI91,,UN,INTD,BA,4,MU,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,YES,,,,,,,,,
,451,IN51,Hn-RoIndSt,Eleanor Roosevelt Col Indiv St,Individual Studies Major in [major title],FA91,,UN,INTD,BA,4,FI,309999,"MULTI-/INTERDISCIPLINARY STUDIES, OTHER",,,YES,,,,,,,,,
481,481,IR75,Intl Affrs,International Affairs,International Affairs,FA87,,GR,IRPS,PHD MIA,"7,3",IR,450901,INTERNATIONAL RELATIONS AND AFFAIRS,,,,College was GR. GR designation ends S295,,,,,,,,
486,486,IR76,MPIA,Pacific International Affairs,Pacific International Affairs,FA87,,GR,IRPS,MPIA,3,IR,450901,INTERNATIONAL RELATIONS AND AFFAIRS,,,,College was GR. GR designation ends S295,,,,,,,,
,04V,IR77,Intl Affrs,International Affairs,International Affairs,FA09,,GR,IRPS,MAS,2,IR,450901,INTERNATIONAL RELATIONS AND AFFAIRS,,YES,,,,,,,,,,
,09T,IR78,MasIntAffs,Master of Intl Affairs,Master of International Affairs,WI15,,GR,IRPS,MIA,3,IR,450901,INTERNATIONAL RELATIONS AND AFFAIRS,,,,,,,,,,,,
,790,IR79,MastPubPol,Master of Public Policy,Master of Public Policy,FA15,,GR,IRPS,MPP,2,IR,440501,"PUBLIC POLICY ANALYSIS, GENERAL",,,,,,,,,,,,
,83A,IS25,IntSt-Anth,International Studies-Anthro,International Studies-Anthropology,FA01,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,83B,IS26,IntSt-Econ,International Studies-Econ,International Studies-Economics,FA01,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,83C,IS27,IntSt-Hist,International Studies-History,International Studies-History,FA01,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,83D,IS28,IntSt-Ling,International Studies-Linguist,International Studies-Linguistics,FA01,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,83E,IS29,IntSt-Lit,International Studies-Lit,International Studies-Literature,FA01,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,83G,IS30,IntSt-PolS,International Studies-Poli Sci,International Studies-Political Science,FA01,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,83F,IS31,IntSt-Soc,International Studies-Sociol,International Studies-Sociology,FA01,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,836,IS32,Int-5yrEC,International Studies,International Studies,FA07,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,836,IS33,Int-5yrPS,International Studies,International Studies,FA07,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,0AP,IS34,InSt-InBus,International Studies-Intl Bus,International Studies - International Business,FA15,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,0AP,IS35,Int-5yrBS,International Studies-Intl Bus,International Studies - International Business,FA16,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,,,,,,,,,
,0DJ,IS36,Int-Phil,International Studies-Phil,International Studies - Philosophy,S118,,UN,INTL,BA,4,RE MU TH WA FI SI SN EI,302001,INTERNATIONAL/GLOBAL STUDIES,,,,Administrative start in S1 to accommodate new students attending Summer,,,,,,,,
,83A,IS50,Hn-IntStAn,International Studies-Anthro,International Studies-Anthropology,FA03,,UN,INTL,BA,4,RE MU TH WA FI SI,302001,INTERNATIONAL/GLOBAL STUDIES,,,YES,,,,,,,,,
,83B,IS51,Hn-IntStEc,International Studies-Econ,International Studies-Economics,FA03,,UN,INTL,BA,4,RE MU TH WA FI SI,302002,INTERNATIONAL/GLOBAL STUDIES,,,YES,,,,,,,,,
,83C,IS52,Hn-IntStHi,International Studies-Hist,International Studies-History,FA03,,UN,INTL,BA,4,RE MU TH WA FI SI,302003,INTERNATIONAL/GLOBAL STUDIES,,,YES,,,,,,,,,
,83D,IS53,Hn-IntStLn,International Studies-Ling,International Studies-Linguistics,FA03,,UN,INTL,BA,4,RE MU TH WA FI SI,302004,INTERNATIONAL/GLOBAL STUDIES,,,YES,,,,,,,,,
,83E,IS54,Hn-IntStLt,International Studies-Lit,International Studies-Literature,FA03,,UN,INTL,BA,4,RE MU TH WA FI SI,302005,INTERNATIONAL/GLOBAL STUDIES,,,YES,,,,,,,,,
,83G,IS55,Hn-IntStPS,International Studies-Poli Sci,International Studies-Political Science,FA03,,UN,INTL,BA,4,RE MU TH WA FI SI,302006,INTERNATIONAL/GLOBAL STUDIES,,,YES,,,,,,,,,
,83F,IS56,Hn-IntStSo,International Studies-Sociol,International Studies-Sociology,FA03,,UN,INTL,BA,4,RE MU TH WA FI SI,302007,INTERNATIONAL/GLOBAL STUDIES,,,YES,,,,,,,,,
479,479,IT25,Italian St,Italian Studies,Italian Studies,SP84,,UN,ITAL,BA,4,RE MU TH WA FI SI SN EI,050126,ITALIAN STUDIES,,,,,,,,,,,,
,760,JA25,JapaneseSt,Japanese Studies,Japanese Studies,SP95,,UN,JAPN,BA,4,RE MU TH WA FI SI SN EI,050127,JAPANESE STUDIES,,,,,,,,,,,,
,760,JA50,Hn-JapanSt,Japanese Studies,Japanese Studies,SP95,,UN,JAPN,BA,4,RE MU TH WA FI SI,050127,JAPANESE STUDIES,,,YES,,,,,,,,,
,482,JS25,JewishStdy,Jewish Studies,Jewish Studies,WI19,,UN,JWSP,BA,4,RE MU TH WA FI SI SN EI,380206,JEWISH/JUDAIC STUDIES,,,,,,,,,,,,
484,484,JU25,Judaic Stu,Judaic Studies,Judaic Studies,FA84,,UN,JUDA,BA,4,RE MU TH WA FI SI,380206,JEWISH/JUDAIC STUDIES,,,YES,,,,,,,,,
,484,JU50,Hn-JudaicS,Judaic Studies,Judaic Studies,WI91,,UN,JUDA,BA,4,RE MU TH WA FI SI,380206,JEWISH/JUDAIC STUDIES,,,YES,,,,,,,,,
,498,LA25,LatinAm St,Latin American Studies,Latin American Studies,WI96,,UN,LATI,BA,4,RE MU TH WA FI SI SN EI,050107,LATIN AMERICAN STUDIES,,,,,,,,,,,,
,0FN,LA26,LtAmStCoMx,Latin Am Stu (Con in Mexico),Latin American Studies with a Concentration in Mexico,WI20,,UN,LATI,BA,4,RE MU TH WA FI SI SN EI,050107,LATIN AMERICAN STUDIES,,,,,,,,,,,,
,0FM,LA27,LtAmStCoMB,Latin Am Stu (Con Mig&Brdr St),Latin American Studies with a Concentration in Migration and Border Studies,WI20,,UN,LATI,BA,4,RE MU TH WA FI SI SN EI,050107,LATIN AMERICAN STUDIES,,,,,,,,,,,,
498,498,LA76,LatinAm St,Latin American Studies,Latin American Studies,FA89,,GR,LATI,MA,2,GR,050107,LATIN AMERICAN STUDIES,,,,,,,,,,,,
,46H,LA77,LtAmSt-Hst,Latin Amer Studies (History),Latin American Studies (History),FA03,,GR,LATI,MA,2,GR,050107,LATIN AMERICAN STUDIES,,,,,,,,,,,,
,460,LA78,LtAmSt-Soc,Latin Amer Studies (Sociology),Latin American Studies (Sociology),FA03,,GR,LATI,MA,2,GR,050107,LATIN AMERICAN STUDIES,,,,,,,,,,,,
,46G,LA79,LtAmSt-GS,Lat Amer Stu (Gender Studies),Latin American Studies (Gender Studies),FA03,,GR,LATI,MA,2,GR,050107,LATIN AMERICAN STUDIES,,,,,,,,,,,,
,46M,LA80,LtAmSt-IM,Lat Amer Stu (Intl Migration),Latin American Studies (International Migration),FA03,,GR,LATI,MA,2,GR,050107,LATIN AMERICAN STUDIES,,,,,,,,,,,,
,01F,LA81,LtAmSt-CS,Lat Amer St (Cultural Studies),Latin American Studies (Cultural Studies),FA07,,GR,LATI,MA,2,GR,050107,LATIN AMERICAN STUDIES,,,,,,,,,,,,
---,839,LC75,LanComDiJD,Lang&CommDisorders(JtDoc/SDSU),Language and Communicative Disorders,FA96,,GR,LCD,PHD,7,GR,510201,"COMMUNICATION DISORDERS, GENERAL",,,,,,,,,,,,
510,510,LN25,Linguistcs,Linguistics,Linguistics,FA66,,UN,LING,BA,4,RE MU TH WA FI SI SN EI,302501,COGNITIVE SCIENCE,YES,,,"CIP effective SP23, Former CIP 160102",,,,,,,,
,510,LN26,Ling-EFL,Linguistics(Spec Eng For Lang),Linguistics (Specialization in English For Language),FA92,FA10,UN,LING,BA,4,RE MU TH WA FI,160102,LINGUISTICS,,,YES,,,,,,,,,
,510,LN27,Ling-LComp,Linguistics(Spec Lang & Comput),Linguistics (Specialization in Language and Computer),FA92,WI95,UN,LING,BA,4,RE MU TH WA FI,160102,LINGUISTICS,,,YES,,,,,,,,,
